,mass,meta_rate
1226,0.0277,145.2
1227,0.0283,154.7
1228,0.027000000000000003,159.0
1229,0.0299,134.8
1230,0.0292,156.4
1231,0.0264,165.0
1232,0.0271,129.6
1233,0.0281,129.6
1234,0.0318,159.0
1235,0.031,141.7
1236,0.0277,127.9
1237,0.0309,129.6
1238,0.0278,171.1
1239,0.0233,192.2
1240,0.0247,227.2
1241,0.0265,170.8
1242,0.0246,151.6
1243,0.0248,134.2
1244,0.0241,152.8
1245,0.0246,140.5
1246,0.0251,142.1
1247,0.0257,169.9
1248,0.0244,201.6
1249,0.0248,142.8
1250,0.0239,140.2
1251,0.0247,121.5
1252,0.0473,187.26
1253,0.04875,125.42
1254,0.0481,162.23
1255,0.05175,147.55
1256,0.0965,207.08
1257,0.098,431.64
1258,0.0995,568.45
1259,0.111,275.05
1260,0.0945,275.06
1261,0.097,232.31
1262,0.105,384.67
1263,0.1075,302.7
1264,0.009000000000000001,43.7
1265,0.008699999999999998,46.4
1266,0.0079,39.5
1267,0.009000000000000001,43.1
1268,0.0094,58.1
1269,0.008,40.6
1270,0.0085,41.0
1271,0.0099,53.9
1272,0.0082,52.5
1273,0.0082,38.4
1274,0.0211,55.6
1275,0.0182,40.3
1276,0.0194,51.8
1277,0.0187,53.8
1278,0.0184,40.0
1279,0.0154,37.6
1280,0.0184,47.5
1281,0.0184,51.3
1282,0.0189,59.3
1283,0.0189,71.2
1284,0.0162,46.4
1285,0.0169,45.3
1286,0.0114,55.594
1287,0.011525,49.742
1288,0.01125,49.324
1289,0.0115,56.43
1290,0.011775,53.086000000000006
1291,0.011425,50.16
1292,2.7,1541.7
1293,2.89,1638.4
1294,2.9,2044.5
1295,3.1,1478.7
1296,2.94,1544.4
1297,2.84,1455.4
1298,2.94,1170.6
1299,2.725,1111.3
1300,3.115,1388.2
1301,0.0242,77.79999999999998
1302,0.0232,88.7
1303,0.0216,75.7
1304,0.0228,88.7
1305,0.0071,80.018
1306,0.0069,64.057
1307,0.0071,47.374
1308,0.0064,68.809
1309,0.006999999999999999,48.151
1310,0.0064,42.062
1311,0.0067,33.924
1312,0.0064,67.45100000000001
1313,0.0065,56.666
1314,0.0237,81.4
1315,0.0083,36.4
1316,0.0082,32.0
1317,0.00718,57.92
1318,0.00513,37.29
1319,0.00498,32.0
1320,0.00458,43.12
1321,0.0047,36.43
1322,0.00473,34.66
1323,0.0051,27.47
1324,0.00518,49.77
1325,0.00498,40.38
1326,0.00483,40.08
1327,0.0867,208.0
1328,0.0845,178.0
1329,0.0794,151.0
1330,0.07839999999999998,242.0
1331,0.0091,47.8
1332,0.0107,43.4
1333,0.008,54.6
1334,0.0107,59.4
1335,0.01,59.7
1336,0.0102,52.4
1337,0.01705,73.29999999999998
1338,0.0174,69.4
1339,0.01545,73.09999999999998
1340,0.0181,82.5
1341,0.0162,60.9
1342,0.0161,45.1
1343,0.0171,65.3
1344,0.0166,80.7
1345,0.0208,117.4
1346,0.0146,75.9
1347,0.5529999999999999,328.0
1348,0.503,212.0
1349,0.528,289.0
1350,0.615,179.0
1351,0.664,147.0
1352,0.616,237.0
1353,0.0205,120.59
1354,0.019,78.79999999999998
1355,0.0186,65.5
1356,0.0199,84.5
1357,0.0191,72.29999999999998
1358,0.0192,117.9
1359,0.0176,77.0
1360,0.02,87.29999999999998
1361,0.0177,88.4
1362,0.0165,57.6
1363,0.0173,89.29999999999998
1364,0.0192,74.29999999999998
1365,0.0202,77.59999999999998
1366,0.0174,63.1
1367,0.0171,75.7
1368,0.0204,99.6
1369,0.0187,94.9
1370,0.0206,96.2
1371,0.0201,82.7
1372,0.0218,102.8
1373,0.0193,75.09999999999998
1374,0.02,110.2
1375,0.0212,118.1
1376,0.0187,128.5
1377,0.019,145.4
1378,0.0181,139.9
1379,0.0201,149.9
1380,0.0204,139.2
1381,0.0166,115.7
1382,0.0215,168.9
1383,0.0197,119.5
1384,0.0171,112.7
1385,0.019,134.6
1386,0.0225,136.0
1387,0.0181,134.8
1388,0.019,116.9
1389,0.0088,88.4
1390,0.0092,59.9
1391,0.0091,67.9
1392,0.0099,72.0
1393,0.0095,57.5
1394,0.0101,69.5
1395,0.0097,64.9
1396,0.0095,61.0
1397,0.01,60.6
1398,0.0096,60.2
1399,0.0238,42.7
1400,0.027000000000000003,59.9
1401,0.0242,50.9
1402,0.0272,47.3
1403,0.0251,39.8
1404,0.0265,62.9
1405,0.025,33.5
1406,0.0248,52.3
1407,0.0192,82.79999999999998
1408,0.0187,70.3
1409,0.0191,72.7
1410,0.0187,76.4
1411,0.0187,71.2
1412,0.0187,75.09999999999998
1413,0.0186,75.29999999999998
1414,0.0205,74.7
1415,0.0174,69.2
1416,0.0186,76.79999999999998
1417,0.0198,89.79999999999998
1418,0.018000000000000002,65.1
1419,0.0189,71.1
1420,0.0202,77.2
1421,0.0196,69.7
1422,0.0168,62.9
1423,0.01926,99.5
1424,0.01815,60.4
1425,0.0181,69.5
1426,0.01955,81.4
1427,0.01975,70.4
1428,0.0196,100.4
1429,0.016380000000000002,69.1
1430,0.01648,60.0
1431,0.01785,71.1
1432,0.017419999999999995,79.79999999999998
1433,0.01755,74.09999999999998
1434,0.0167,67.7
1435,0.01775,58.4
1436,0.01511,75.09999999999998
1437,0.017,59.6
1438,0.017480000000000002,61.9
1439,0.166,247.0
1440,0.134,140.0
1441,0.133,180.0
1442,0.289,509.0
1443,0.295,292.0
1444,0.35,302.0
1445,0.0274,56.8
1446,0.0265,47.2
1447,0.0275,64.7
1448,0.0302,67.6
1449,0.0628,106.1
1450,51.0,16468.0
1451,52.5,16310.0
1452,50.0,14756.0
1453,49.5,14177.0
1454,86.25,18718.0
1455,90.25,17362.0
1456,0.0873,56.0
1457,0.07499999999999998,55.6
1458,0.0751,80.5
1459,0.1043,98.7
1460,0.096,61.6
1461,0.07400000000000001,47.8
1462,0.0918,73.29999999999998
1463,0.07249999999999998,74.29999999999998
1464,0.08699999999999998,62.2
1465,0.09930000000000001,70.5
1466,0.0835,48.7
1467,0.0984,81.2
1468,0.08849999999999998,71.2
1469,0.0785,69.7
1470,0.08699999999999998,67.2
1471,0.08599999999999998,86.29999999999998
1472,0.0926,144.1
1473,7.6783,3068.8
1474,7.8175,2287.7
1475,9.4537,2606.0
1476,8.1554,2358.3
1477,8.045,1550.7
1478,7.275,1894.3
1479,87.4,9219.0
1480,90.0,23331.0
1481,103.4,18522.0
1482,67.5,8295.0
1483,105.4,19614.0
1484,81.5,10290.0
1485,59.9,16044.0
1486,82.2,26166.0
1487,83.2,9408.0
1488,91.5,23016.0
1489,73.09999999999998,16527.0
1490,1.465,888.7
1491,1.7,1126.6
1492,1.645,575.4
1493,1.638,704.4
1494,2.079,1352.9
1495,1.975,1439.9
1496,4.12,2396.0
1497,4.38,2388.0
